Clave ,Descripci—n ,L’nea ,Unidad de entrada ,Fecha de œltima compra ,Fecha de œltima venta ,Existencias 
ARCHKY1,ARCHIVADOR KYMA CTA NEGRO REGKAR-NE,OG  C,PIEZA,27/03/17,29/03/17,0
ARCHLA1,ARCHIVADOR LAFICARTON T/C AZUL,OG  C,PIEZA,01/03/16,05/04/16,0
ARCHLA2,ARCHIVADOR LAFICA T/C,OG  C,PIEZA,14/06/16,16/06/16,0
ARCHLA3,ARCHIVADOR LAFICA T/C COLOR,OG  C,PIEZA,08/09/17,26/02/18,5
ARCHLAO,ARCHIVADOR LAFICA T/O,OG  C,Pieza,09/03/16,12/01/16,0
ARCHLF,ARCHIVADOR LAFICA T/C VERDE,OG  C,PIEZA,26/01/15,26/01/15,0
ARCHLIBC,ARCHIVERO/LIBRERO CAJ LAP Y PTS INF PRES,MICH,PIEZA,23/03/18,20/03/18,1
ARCHLIBE,ARCHIVERO/LIBRERO ENTREP Y CAJONES INFER,MICH,PIEZA,09/11/17,06/10/17,0
ARCHMA1,ARCHIFUELLE MAE LETRA KCH-12,OF  C,PIEZA,25/08/17,02/03/18,4
ARCHOF3203,ARCHIVA OFICIO CORRUGADO  35X10X26.5,OU  C,PIEZA,14/08/17,17/08/17,0
ARCHOF3203A,ARCHIVA OFICIO 32X10X26.5 ECOLOGICA,OU  C,PIEZA,12/12/17,19/12/17,0
ARCHPR1,ARCHIVADOR PRINTECK T/C KRAFT ECO,OG  C,PIEZA,28/02/18,04/04/18,107
ARCHPR2,ARCHIVADOR PRINTECK T/C VERDE,OG  C,PIEZA,04/04/18,04/04/18,425
ARCHR01,ARCHIVADOR FORTEC T/C,OG  C,PIEZA,14/08/14,15/07/15,0
ARENA01,ARENILLA PARA CENICERO,U   F,PIEZA,10/06/14,10/06/14,0
ARIL00,ARILLO P/ENG 1/2 PLAST C/25,OH  C,PAQUETE,21/03/18,04/04/18,1
ARIL112,"ARILLO 1 1/2"" NEGRO PLAST P/ENG",OH  C,PIEZA,17/11/17,07/03/18,18
ARIL114,"ARILLO 1 1/4"" NEGRO PLAST P/ENG",OH  C,PIEZA,25/02/13,14/06/11,19
ARIL134,ARILLO 1 3/4 NEGRO PLASTICO C/25 PZAS,OH  C,PAQUETE,08/11/14,12/11/14,0
ARIL134P,ARILLO 1 3/4 NEGRO PLASTICO,OH  C,PIEZA,,14/11/14,0
ARIL1P,"ARILLO P/ENG 1"" PLAST",OH  C,PIEZA,14/10/16,19/02/10,50
"ARIL2""","ARILLO 2"" PLAST NG",OH  C,PIEZA,06/01/15,14/01/15,0
"ARIL3""",ARILLO P/ENG 1/4 PLAST,OH  C,PIEZA,03/02/16,04/02/16,0
ARIL3/4,ARILLO P/ENG 7/16 PLAST,OH  C,PIEZA,14/10/16,19/02/10,50
ARIL3/6,ARILLO P/ENG 3/8 PLAST C/25,OH  C,PIEZA,17/01/18,18/01/18,100
ARIL3/8B,ARILLO PERFEX PLASTICO 3/8 NEGRO,OH  C,PAQ C/25,04/09/17,06/09/17,0
ARIL3/8T,ARILLO PERFEX PLASTICO 3/8 TRASPARENTE,OH  C,PAQ C/25,06/06/17,13/09/17,1
ARIL34,ARILLO P/ENG 3/4 PLAST C/25,OH  C,PAQUETE,04/04/18,21/09/17,4
ARIL5/8,ARILLO P/ENG 5/8 PLAST,OH  C,PIEZA,27/05/16,08/06/16,0
ARIL5/8M,ARILLO P/ENG 5/8 TWIN LOOP NEG C/20,OH  C,CAJA,18/03/14,19/02/10,0
ARIL5/8MG,ARILLO P/ENG 5/8 TWIN LOOP GAM NEG C/48,OH  C,PAQUETE,04/10/13,07/10/13,0
ARIL516,ARILLO P/ENG 5/16 PLAST,OH  C,PIEZA,15/09/14,19/02/10,25
ARIL7/8,ARILLO P/ENG 7/8 PLASTICO,OH  C,PAQ C/25,04/04/18,21/09/17,4
ARIL916,ARILLO P/ENG 9/16 PLAST,OH  C,PIEZA,25/05/15,26/05/15,0
ARILAC04.1,ARILLO METAL PERFEX 1/2 C/75 NEG,OH  C,CAJA,29/04/16,19/02/10,0
ARILACO0,GUSANO PLASTICO PERFEX 20MM C/38PZ,OH  C,PIEZA,12/06/17,13/06/17,0
ARILACO1,"ARILLO METAL PERFEX 1"" C/30 NG",OH  C,PIEZA,09/05/15,07/11/15,0
ARILACO1P,GUSANO PLASTCO PERFEX 10MM C/90,OH  C,Caja,12/06/17,13/06/17,0
ARILACO2,ARILLO PERFEX PLASTICO 7/16,OH  C,PAQ C/25,25/06/14,,0
ARILACO3,ARILLO PERFEX PLASTICO 5/16 TRANSPARENTE,OH  C,PAQ C/25,06/06/17,07/06/17,0
ARILACO4,ARILLO PERFEX 1/2 C/25 NG,OH  C,PIEZA,29/04/16,19/09/17,0
ARILACO5,"ARILLO PERFEX PLASTICO 1"" NEGRO",OH  C,PAQ C/25,14/09/15,29/09/15,0
ARILACO6,ARILLO 3/8 PERFEX METAL NEGRO,OH  C,PIEZA,15/05/17,16/05/17,0
ARILACO6A,ARILLO PERFEX PLASTICO 3/8,OH  C,PAQ C/25,06/06/16,,0
ARILACO7,ARILLO PERFEX 3/4 C/25 PLAST,OH  C,PAQUETE,26/10/15,,0
ARILACO8P,GUSANO PLASTICO PERFEX 8MM C/100,OH  C,Caja,12/06/17,13/06/17,0
ARILC1T,"ARILLO P/ENG CERLOX 1"" TRANSPARENTE",OH  C,PIEZA,19/06/12,21/06/12,0
ARILM05,ARILLO METALICO #5 5/16 3:1C/100 36a45HO,OH  C,CAJA,12/04/16,11/04/16,0
ARILM06,ARILLO METALICO #6  3/8  DOBLE C/100,OH  C,CAJA,07/10/14,09/10/14,0
ARILM1,"ARILLO MET 1""C/30",OH  C,PIEZA,23/04/15,25/04/15,0
ARILM1/2,ARILLO METALICO GAM 1/2 C/100,OH  C,PIEZA,17/03/15,18/03/15,0
ARILM11,"ARILLO METALICO 1"" C/20",OH  C,PIEZA,30/06/14,30/06/14,0
ARILM114,ARILLO METAL 1 1/4 NEGRO C/20,OH  C,CAJA,22/03/18,23/03/18,0
ARILM114A,ARILLO METAL GAM 1 1/4 NEG C/22 CENTRO C,OH  C,PIEZA,08/06/16,08/06/16,0
ARILM114N,ARILLO MET 1 1/4 C/12,OH  C,PIEZA,30/06/12,30/06/12,0
ARILM16,"ARILLO METALICO #16 1""  CAJA 20pz",OH  C,CAJA,18/09/14,18/09/14,0
ARILM17,ARILLO METALICO 1/2 3:1 NG C/100 95hojas,OH  C,CAJA,17/06/13,17/06/13,0
ARILM17A,ARILLO MET 1/2 BLANCO C/100,OH  C,PIEZA,27/02/13,,0
ARILM17B,ARILLO METAL  1/2 NEGRO C/75,OH  C,PIEZA,25/08/0201,19/02/10,0
ARILM18,ARILLO METALICO 1/4 NG C/100,OH  C,PIEZA,19/08/11,17/08/11,0
ARILM19,ARILLO MET 1/4 BLANCO C/100,OH  C,PIEZA,27/02/13,,0
ARILM20,ARILLO METALICO TLG 1/4 NEGRO C/135,OH  C,CAJA C/135,29/09/17,03/10/17,0
ARILM21,ARILLO METALICO NEGRO C/100,OH  C,PIEZA,21/07/14,23/07/14,0
ARILM22,ARILLO METALICO TLG 3/8 NEGRO C/90,OH  C,CAJA C/90,22/09/17,25/09/17,0
ARILM23,ARILLO METALICO TLG 9/16 NEGRO C/55,OH  C,CAJA C/55,22/09/17,25/09/17,0
ARILM3/8,ARILLO BLISTER MET 3/8 NEGRO C/100,OH  C,Caja,09/11/17,10/11/17,0
ARILM7/16,ARILLO METALICO GAM 7/16 C/100,OH  C,PIEZA,21/01/16,21/01/16,0
ARILMET516,ARILLO METALICO PERFEX 5/16 C/100 NG,OH  C,CAJA,02/03/16,02/03/16,0
ARMASO1,ARMAZON P/ARCHIVO T/CARTA C/2,OG  C,PAQ/2,18/01/18,19/01/18,0
ARMASO2,ARMAZON P/ARCHIVO T/OFICIO,DEPOT,PIEZA,07/05/0201,19/02/10,1
ARNES5,ARNES CAT5E 358-514GR 5.1 GRIS,U   F,Pieza,04/11/14,04/11/14,0
ARTPRO,ARTICULOS DE PROMOCION,U   F,NO APLICA,01/02/18,22/04/17,0
ARTV,ARTICULOS VARIOS,U   F,NO APLICA,28/02/18,23/03/18,0
ASIENT01,ASIENTO INT ECO TORONTO,FA  C,PIEZA,21/04/15,,0
ASIENT02,ASIENTO INT TANIA,FA  C,PIEZA,21/04/15,,0
ASIENT03,ASIENTO INT ANDY,FA  C,PIEZA,09/03/18,,1
ASIENT04,ASIENTO INT STD PLASTICO,FA  C,PIEZA,18/04/17,,0
ASIENT05,ASIENTO INT ISO,FA  C,Pieza,15/05/17,,0
ASIERESP1,ASIENTO Y RESPADO  YADY NEGROS,FA  C,PIEZA,24/06/15,24/06/15,0
BAF1285,BAF-1285 BAFLE AMP 12 2500W SD/USB SALID,U   F,PIEZA,19/06/15,02/07/15,0
BAF1595,BAF-1595 BAFLE AMPLIFICADO 3500W C/R,U   F,PIEZA,09/06/14,19/06/14,0
BALON01,BALONES DE FUTBOL,TA  F,PIEZA,14/11/11,22/06/12,0
BANCAMP1,BANCA 200X45X45 TUBULAR ARENA MP,ND  E,PIEZA,19/03/14,21/03/14,0
BANDER1,BANDERIN FLOURECENTE,OJ  C,PIEZA,20/01/14,30/01/14,0
BANDER2,BANDERAS SUBLIMADAS A COLOR CON CONTRAPE,U   F,Pieza,09/08/17,14/08/17,0
BARSI0,SILICON KW DELGADA 1/2 KILO,OFL C,BOLSA,11/06/16,19/01/16,23
BARSI02,BARRA SILICON DELGADA LARGA 1kg.,OFL C,Kilo,27/11/17,14/12/17,3
BARSI02P,BARRA SILICON DELGADA LARGA P/P,OFL C,PIEZA,13/09/14,24/01/18,0
BARSI03,BARRA SILICON GRUESA KILO,OFL C,KILO,03/12/14,19/02/10,0
BARSI04,BARRA SILICON DELGADA CHICA 1Kg.,OFL C,Kilo,20/01/17,19/02/10,1
BARSI06,COMANOV SILICON LIQUIDO 30ML,OFL C,PIEZA,12/07/12,12/07/12,0
BARSI07,SILICON LIQUIDO PASCUA 100ML,OFL C,FRASCO,29/10/13,10/05/14,0
BARSI08,SILICON LIQUIDO MAE BLS100ML,OFL C,PIEZA,12/03/18,23/03/18,14
BARSI09,SILICON LIQUIDO PELIKAN 100ml 07092,OFL C,PIEZA,12/12/17,18/01/18,0
BARSI10,SILICON LIQUIDO BARRILITO 100ML SL-100,OFL C,PIEZA,30/10/17,05/12/17,0
BASCULA,BASCULA 5 KILOS,U   F,Pieza,28/02/14,28/02/14,0
BASE,"BASE P/SILLA CANADA 24""",NAG E,PIEZA,22/06/17,05/05/17,3
BASE0,"BASE P/SILLON  CANADA 26""",NAG E,PIEZA,09/05/14,23/10/14,0
BASE01,BASE ESTRELLA P/SILLA,NAG E,PIEZA,18/07/17,02/04/18,13
BASE02,ESTRELLA ASIA 26 P/EJECUTIVA,NAG E,Pieza,20/02/17,28/04/17,0
BASE04,BASE PARA ESCRITORIO TEMPO,MICH,PIEZA,06/12/17,,0
BASE05,"BASE NYLON 26""",NAG E,PIEZA,30/05/12,,0
BASE06,KIT BASE ANCONA 24 C/RODAJAS,NP  F,PIEZA,12/11/15,16/07/15,0
BASE07,"BASE ESTRELLA CANADA 24"" C/RODAJA",NAG E,PIEZA,13/06/17,15/06/17,0
BASE08,ESTRELLA KIT CROMADA STAR 28,NAG E,PIEZA,11/10/14,23/10/14,0
BASE09,"KIT BASE ANCONA 23"" RODAJAS",NAG E,PIEZA,25/07/14,11/12/14,0
BASE1,BASE CARPET 24,NAG E,PIEZA,27/04/15,,0
BASE10,BASE ESTRELLA CROMADA STAR 700,NAG E,PIEZA,09/03/18,14/03/18,0
BASE104,AR-104C BASE MESA BAJA CROMO,NM  F,PIEZA,04/02/16,11/02/16,0
BASE106,AR-106 BASE MESA BAJA AR-106 PINT NEGRA,OK  C,PIEZA,06/05/16,,0
BASE107,AR-107 BASE MESA ALTA,OK  C,PIEZA,09/11/15,30/01/16,0
BASE108,AR108-P BASE MESA BAJA,OK  C,PIEZA,27/04/16,11/05/16,0
BASE132,AR-132 BASE PARA CUBIERTA 2.40X80,OK  C,PIEZA,05/09/15,,0
BASE161565,161565 HUB USB V2.0 4PTOS BASE P/CELULAR,OK  C,PIEZA,02/05/0201,30/10/17,1
BASECOR1,BASE CORTE TCM-S30X45 TRANS,OK  C,PIEZA,02/04/14,21/04/14,0
BASECPU1,993735 BASE P/CPU AJUSTABLE Y EXPANDIBLE,OK  C,PIEZA,07/11/14,10/11/14,0
BASEJ01,BASE ACRILICO AGENDA JUMBO,OK  C,PIEZA,26/02/18,07/03/18,10
BASELUX,BASE LUXURY SOBRE MEDIDA,MICH,PIEZA,25/01/18,25/01/18,0
BASEMYT708,BASE ORBITA P/CRISTAL 120,OK  C,PIEZA,04/10/17,04/10/17,0
BASUR2639,BASURERO A/INOX REDONDO C/CENICERO Y BOC,BJ  C,PIEZA,13/06/16,29/07/15,0
BASVEV01,BASE ENFRIADOR VORAGO CP-102 RJ/BC,GD  G,PIEZA,20/03/18,20/03/18,0
BATA02,BATA BLANCA MEDIANA,PA,PIEZA,23/01/13,,0
BATA03,BATA BLANCA GRANDE,PA,PIEZA,23/01/13,,0
BATA04,BATA BLANCA EXTRAGRANDE,PA,PIEZA,23/01/13,,0
BATADES1,BATA DESECHABLE M/L C/PU„O SMS C/10,PA  F,PIEZA,09/01/15,19/02/10,2
BATAS1,BATA INDUSTRIAL C/ LOGO,PA  F,PIEZA,27/02/14,,0
BATAS2,BATA BLANCA C/MANGA  CORTA Y LOGO,PA  F,PIEZA,13/11/14,19/02/10,0
BATAS3,BATA BLANCA GORRO MANGA LARGA Y LOGO,PA  F,PIEZA,27/02/14,05/03/14,0
BATER01,BATERIA DE LITIO DE 3 VOLTS 210 MAHA,IC  F,PIEZA,23/07/14,24/07/14,0
BATER02,BATERIA DE LITIO 3VOLTS 150MAH,IC  F,PIEZA,23/07/14,,0
BATER04,"BATERIA 8 CELDAS HP DV7-1000,PAVILION",IC  F,PIEZA,31/07/15,10/08/15,0
BATERIA,BATERIA DE 12V A 3.4 Ah,IC  F,PIEZA,19/06/15,22/06/15,0
BATERIA1,BATERIA 8V 3.2A,U   F,PIEZA,04/09/13,,0
BATERIA10,BATERIA AU-109 VORAGO NEG/MORADO 2200MAh,IC  F,Pieza,15/05/17,18/05/17,0
BATERIA11,BATERIA PLANTRONICS P/TEL CT14 PN81087-0,IC  F,PIEZA,23/08/17,26/08/17,0
BATERIA2,BATERIA 12V 18A POWER,U   F,PIEZA,02/10/13,07/10/13,0
BATERIA3,BATERIA 12V -7AH,IC  F,PIEZA,07/05/16,12/05/16,0
BATERIA4,BATERIA 12V 5.0 AH GENESIS,IC  F,PIEZA,05/06/15,,0
BATERIA5,BATERIA AU-109 VORAGO NEGRO/AZU 2200 mAh,IC  F,Pieza,15/05/17,18/05/17,0
BATERIA6,BATERIA AU-109 VORAGO NEGR/ROSA 2200 MAh,IC  F,Pieza,15/05/17,18/05/17,0
BATERIA66,BATERIA NIMH BROTHER P/IMPRESORA PJ662,IC  F,PIEZA,13/08/15,13/08/15,0
BATERIA7,BATERIA AU-107 VORAGO BLANC/ROSA 2600MAh,IC  F,Pieza,15/05/17,18/05/17,0
BATERIA8,BATERIA AU-107 VORAGO BLANC/MORAD0 2600,IC  F,Pieza,15/05/17,18/05/17,0
BATERIA9,BATERIA AU-109 VORAGO NEG/ROJO 2200 mAh,IC  F,Pieza,15/05/17,18/05/17,0
BATIDOR1,BATIDOR 1 1/5 FERPLAST,U   F,PIEZA,29/01/16,17/03/16,0
BAUMAN01,BAUMANOMETRO ANEROIDE POPULAR,U   F,PIEZA,23/08/12,23/08/12,0
BAUMAN02,BAUMANOMETRO ANEROIDE BA260 SIMPLE,U   F,PIEZA,23/08/12,23/08/12,0
BICIR24,BICICLETA R-24 1 3/8 RETRO DAMA,TB  F,PIEZA,14/12/12,02/01/13,0
BICIR26,BICICLETA KOMMAND DE MONTA„A R-26 VELOC,TB  F,PIEZA,05/12/11,04/09/12,0
BICIR26A,BICICLETA R-26/1 3/8 RETRO DAMA,TB  F,PIEZA,14/12/12,02/01/13,0
BICIR27,BICICLETA DE EJERCICIO AEROGYM,TB  F,PIEZA,01/06/12,29/06/12,0
BICIR28,BICICLETA 26 KAIZER 21 VEL C/SUSP,TB  F,PIEZA,01/06/12,29/06/12,0
BIDON01,BIDON PLASTICO CAPACIDAD 20 LITROS,U   F,PIEZA,12/07/17,,1
BIOGRAF1,BIOGRAFIA  RAF DIFERENTES TEMA,U   F,PIEZA,25/09/13,,0
BLISERO,BLISEROS DE 20-30 CMS,U   F,PIEZA,01/09/15,03/11/11,0
BLO0001,BLOCK ALBANENE 25H CARTA,OM  C,PIEZA,25/05/0201,15/08/17,1
BLO0002,PAPEL ALBANENE T/CARTA C/100,ODL C,PIEZA,13/12/13,17/01/12,0
BLO0003,BLOCK ALBANENE T/OFICIO C/25,OM  C,PIEZA,11/08/14,09/05/16,0
BLO000S,BLOCK PAP VEG SAIRA C25 HJS,ODL C,Pieza,26/01/15,28/01/15,0
BLO3403,BLOCK 3 COL. C/CON TC3403,OL  C,PIEZA,12/03/16,08/01/15,0
BLO3403P,BLOCK 3 COL. C/CON TC3403 PCFORM,OL  C,Paquete,09/01/17,19/02/10,13
BLO683-4,BANDERITA 3M 683-4 MINI C/140,OJ  C,PIEZA,14/08/17,07/09/17,0
BLO708A,BLOCK TABULAR  8 COL S/C  AUDITORIA,OM  C,PIEZA,04/09/13,19/02/10,0
BLO7CC,NOTA ADH.MEMO TIP CUBO NEON 54 3x3 400H,ODI C,PIEZA,09/03/18,05/04/18,53
BLOAM04,BLOCK AMERICA # 4 CHICO ORIG,OM  C,PIEZA,17/01/18,20/03/18,36
BLOAM05,BLOCK AMERICA # 5 CHICO ORIG,OM  C,PIEZA,23/09/15,28/07/14,0
BLOAM06,BLOCK AMERICA # 6 CHICO ORIG,OM  C,PIEZA,15/01/18,05/04/18,63
BLOAM07,BLOCK AMERICA # 7 CHICO DUP,OM  C,PIEZA,26/03/18,05/04/18,87
BLOAM08,BLOCK AMERICA # 8 TRIP CH,OM  C,PIEZA,26/03/18,02/04/18,45
BLOAM09,BLOCK AMERICA # 9 ESQ ORIG,OM  C,PIEZA,10/11/16,04/04/18,14
BLOAM10,BLOCK AMERICA # 10 ESQ DUP,OM  C,PIEZA,15/01/18,23/02/18,39
BLOAM11,BLOCK AMERICA # 11 ESQ TRIP,OM  C,PIEZA,21/03/18,04/04/18,16
BLOAM14,BLOCK AMERICA # 14 ESQ DUP C/PAG.,OM  C,PIEZA,24/03/14,19/02/10,1
BLOAM15,BLOCK AMERICA # 15 TRIP PAGARE,OM  C,PIEZA,21/03/18,02/04/18,23
BLOAM16,BLOCK AMERICA #13 DE PEDIDOS TRIP,OM  C,PIEZA,26/08/0201,19/02/10,23
BLOAM18,BLOCK AMERICA # 20 RECIBO GRAL 100HOJAS,OM  C,PIEZA,16/05/15,22/10/15,0
BLOAM22,BLOCK AMERICA #23 RECIBO DINERO,OM  C,PIEZA,12/02/18,05/04/18,30
BLOAM24,BLOCK AMERICA #18 ARRENDAMIENTO S/F,OM  C,PIEZA,03/04/17,04/04/17,0
BLOAM25,BLOCK AMERICA #25 LETRA CAMBIO S/TALON,OM  C,PIEZA,10/03/16,15/03/16,0
BLOAM26,BLOCK AMERICA #26 PAGARE,OM  C,PIEZA,12/03/18,09/03/18,24
BLOAM28,BLOCK LETRA CAMBIO SIN TALON AMERICA#28,OM  C,PIEZA,,11/01/14,0
BLOAM31,BLOCK CONTRATO TRABAJO No31AMERICA,OM  C,PIEZA,12/10/11,07/10/11,0
BLOAM407,TARJ AMERICA CTA CORRIENTE CC407,,PIEZA,06/03/12,07/03/12,0
BLOAM429,BLOCK AMERICA SE-429 SOLICITUD EMPLEO,OM  C,PIEZA,11/01/16,14/01/16,0
BLOC041,041 TARJETAS DE CLIENTES STRIKEISI,OM  C,PAQUETE,19/12/17,04/04/18,1
BLOC1015,BLOCK SOLICITUD CHEQUE 1/4 CTA PRINTA,OM  C,PIEZA,,19/02/10,43
BLOC1040,"CT1040 PCFORM TARJETA CLIENTES 5""x 8""",OM  C,PIEZA,12/11/15,19/01/16,0
BLOC1040E,CT 1040 EUROFORMAS TARJETA DE CLIENTES,OM  C,Pieza,28/02/17,28/07/17,0
BLOC1050,BLOCK TARJETA DE ALMACEN C/100 PCFORM,OM  C,PIEZA,14/05/0201,19/02/10,9
BLOC1051,BLOCK REQUI DE COMPRA PRINTA 1051,OM  C,PIEZA,30/05/0201,19/02/10,1
BLOC1052,BLOCK ORDEN DE COMPRA 1/2 OF1052,OM  C,PIEZA,04/10/17,06/10/17,3
BLOC1053,BLOCK NOTA DE ENTRADA PRINTA DUP,OM  C,PIEZA,15/12/17,11/01/18,39
BLOC1053A,BLOCK PCFORM  NOTA DE ENTRADA 1053,OBY C,PIEZA,07/02/17,18/03/17,1
BLOC1054,BLOCK NOTA DE SALIDA PRINTA,OM  C,PIEZA,29/09/17,06/03/18,11
BLOC120,TECNOFORM 120 TARJETA CLIENTES,OM  C,PIEZA,14/01/17,09/12/17,7
BLOC2002,BLOCK SOLICITUD DE EMPLEO B-2002,OM  C,PIEZA,26/05/0201,19/02/10,0
BLOC2002H,HOJA SOLICITUD DE EMPLEO B-2002,OM  C,Pieza,,03/09/15,0
BLOC2003,BLOCK REPORTE DE COBRANZA,OM  C,PIEZA,21/09/11,19/02/10,22
BLOC2008,BLOCK NOMINA SUELDOS 2009 T/C,OM  C,PIEZA,15/01/14,19/02/10,48
BLOC2012,BLOCK RECIBO DE NOMINA 2012 PRINTA,OM  C,PIEZA,21/03/18,02/04/18,31
BLOC2053,2053 BLOCK COMPROBANTE DE GASTOS PRINTAF,OM  C,PIEZA,29/03/16,21/04/17,0
BLOC2053G,CG 2053 COMPROBANTE DE GASTOS PC FORM,OBY C,PIEZA,31/05/17,22/08/17,3
BLOC3108,3108 BLOCK 8 COLUMNAS,OL  C,PIEZA,18/04/12,07/11/17,0
BLOC3204,3204 BLOCK AUXILIAR 4 COL PRINTA,OL  C,PIEZA,14/07/12,30/08/12,0
BLOC3404,3404 BLOCK 4 COL C/CONC PRINTA,OL  C,PIEZA,12/02/18,02/04/18,1
BLOC3404C,TC3404 EUR BLOCK 4 COL TABULAR C/CON,OM  C,PIEZA,20/09/17,28/02/18,0
BLOC3408,3408 BLOCK PCFORM C/CONCEPTO  8COL,OL  C,PIEZA,03/12/09,23/09/11,1
BLOC424,BLOCK VALE DE CAJA  AMERICA C/50 VC424,OM  C,PIEZA,30/11/15,01/12/15,0
BLOC4700,4700 BLOCK SCRIBE CARTA RAYA,OM  C,PIEZA,22/11/16,30/11/17,10
BLOC5003,5003 BLOCK ESQUEMA DE MAYOR PCFORM,OL  C,PIEZA,15/12/17,20/12/17,2
BLOC7201,FO7201 PC LIBRO RECADOS TELEF.,OM  C,PIEZA,03/04/17,05/04/17,2
BLOC8CT,BLOCK CARTA 80HJ ESTRELLA RAYA,OM  C,PIEZA,01/09/17,19/02/10,1
BLOCDI1,BLOCK ESTRELLA C/20 HJS DIBUJO 32 X 23,OM  C,PIEZA,12/02/18,14/02/18,4
BLOCG2053,2053 BLOCK COMPROB. DE GASTOS EUROFOR,OM  C,PIEZA,07/01/16,15/04/16,0
BLOCH00,BLOCK PZA DE EGRESOS PRINTA,OM  C,PIEZA,14/01/16,09/03/18,0
BLOCH00A,BLOCK EGRESOS PE1005 EURO,OM  C,PIEZA,08/01/14,19/02/10,2
BLOCH01,BLOCK PZA INGRESO 1004 CARTA 50H PRINTAF,OM  C,PIEZA,08/02/18,16/02/18,8
BLOCH01A,BLOCK INGRESOS PI1004 PC FORM,OM  C,PIEZA,08/01/14,30/03/16,0
BLOCH01P,BLOCK PZA INGRESOS 1004 PC FORM CARTA,OM  C,Paquete,24/08/15,12/02/16,0
BLOCH02,BE-1237 BLOCK ESQUELA PC FORM 50H C-7,OM  C,PIEZA,11/05/17,09/05/17,0
BLOCH05,1011 BLOCK PZA CHEQ PCFORM 1/2 OF,OM  C,PIEZA,06/11/17,21/12/17,9
BLOCH05C,PC-1011C BLOCK CHEQUE 1/2 OF PC FORM,OM  C,PIEZA,13/03/17,19/01/18,2
BLOCH06,1013C BLOCK PZA CHEQ CTA C/CARBON PRINT,OM  C,PIEZA,23/10/17,05/04/18,22
BLOCH07,BLOCK PZA CHEQ ESTRELLA 1/2 CTA 25 JGOS,OM  C,PIEZA,11/01/18,12/01/18,33
BLOCH1011,EUR POLIZA CHEQUE 1/2OF CP1011,OM  C,PIEZA,03/02/16,14/04/16,0
BLOCH11,1013 BLOCK PZA CHEQ CTA PRINTA  S/CARB,OM  C,PIEZA,01/02/18,04/04/18,41
BLOCH12,B1011 PZA CH 1/2 OF S/CARB PRINTFOR C/25,OM  C,PIEZA,15/02/18,02/04/18,32
BLOCH13,1011C BLOCK PZA CHEQ C/CARB 1/2 OF PRINT,OM  C,PIEZA,09/02/18,21/03/18,86
BLOCH14,PC FORM PZA CHEQUE T/CARTA CP1013,OM  C,PIEZA,22/04/16,15/06/16,0
BLOCH15,CP1013C PC FORM POLIZA CHEQUE,OM  C,PIEZA,03/04/17,05/04/18,160
BLOCING-004,BLOC PIZA ING STRIKE ISI 004 AZUL C/50 H,OBY C,PIEZA,16/03/17,16/03/18,1
BLOCINV,4003 BLOCK TARJ INVENTARIO FISICO PCFORM,OM  C,PIEZA,14/08/0201,19/02/10,1
BLOCK01,BLOCK ENCOLADO 1/8 6x8 cod. 1071,OM  C,PIEZA,26/03/18,04/04/18,792
BLOCK02,BLOCK FICHERO DE PAPEL BOND GRANDE,OM  C,PIEZA,16/08/13,,0
BLOCK03,BLOCK ENCOLADO 1/4,OM  C,PIEZA,04/04/18,04/04/18,456
BLOCKVAL22,BLOCK VALE AMERICA # 22,OM  C,PIEZA,,19/02/10,16
BLOCM11,BLOCK RECIBO DINERO TREBOL M11 ORIGINAL,OM  C,PIEZA,02/05/17,21/02/18,23
BLOCM13,BLOCK PAGARE TREBOL M13,OM  C,PIEZA,19/12/17,23/01/18,14
BLOCMIL,BLOCK MILIMETRICO CARTA  50H,OM  C,PIEZA,24/10/16,19/02/10,2
BLOCOP1,BLOCK OPTICO ESQUELA AMARILLO RAYAS,OM  C,PIEZA,19/04/17,20/04/17,1
BLOCOP2,BLOCK CARTA AMARILLO RAYAS ESTRELLA,OM  C,PIEZA,18/01/16,28/05/16,0
BLOCOP3,BLOCK AMPAD T/C 50HJ AMARILLO,OM  C,PIEZA,08/02/18,10/02/18,7
BLOCOP3.1,"BLOCK AMPAD ESQ 50H, AMARILLO",OM  C,PIEZA,15/12/17,08/06/16,7
BLOCPAG,BLOCK PAGARE PRINTA 8600  C/50Hojas.,OM  C,PIEZA,26/03/18,04/04/18,27
BLOCPO1,BLOCK CARTA PODER AMERICA 100HJ,OM  C,PIEZA,07/03/16,19/02/10,2
BLOCPR2,BLOCK VALE CAJA PRINTA 2051,OM  C,PIEZA,01/08/17,27/09/17,0
BLOCPR2A,2051 PCFORM BLOCK VALE DE CAJA,OM  C,PIEZA,23/09/15,02/06/16,0
BLOCPR2B,2051 EUROFORMAS BLOCK VALE DE CAJA,OM  C,Pieza,12/06/15,25/06/15,0
BLOCPR4,2064 BLOCK CONTRA-RECIBO PRINTA,OM  C,PIEZA,15/06/16,13/05/16,0
BLOCPR5,BLOCK PCFORM CONTRA RECIBO AUTOCOPY,OM  C,PIEZA,24/10/13,28/05/10,0
BLOCPR5A,EUR CONTRA RECIBO CR2064,OM  C,PIEZA,26/08/15,12/01/16,0
BLOCPR6,2064 BLOCK CONTRARECIBO PCFORM,OM  C,PIEZA,06/09/12,21/10/13,0
