Clave del artículo,Descripción del artículo,Línea,Unidad de entrada,Fecha de última compra,Fecha de última venta,Existencias, Precio 
ARCHI12,ARCHIVERO 5 GAV VERTICAL,NC  F,PIEZA,06/05/13,07/05/13,0," $2,970.00 "
ARCHI12A,ARCHIVERO 4 GAV HORIZONTAL,MICH,PIEZA,17/01/18,19/02/18,0, $-   
ARCHI12B,ARCHIVERO 4 GAV HORIZ CAJONES 2/2,MICH,PIEZA,16/05/16,18/05/16,0, $-   
ARCHI1B,ARCHIVERO 4 GAV. LINEA PREMIER VERTICAL,MICH,PIEZA,31/05/18,11/06/18,2," $2,625.00 "
ARCHI25,****NO USAR**** GAV METALICO VERTICAL,NC  F,PIEZA,21/01/16,21/01/16,0," $2,688.84 "
ARCHI26,ARCHIVERO 4 GAV NEG  C/24 VERTICAL,NC  F,PIEZA,20/03/13,01/11/12,0," $3,772.50 "
ARCHI305,305 ARCHIVERO MULTIGAVETAS MELAMINA,NC  F,PIEZA,27/01/15,29/01/15,0," $2,496.26 "
ARCHI3B,ARCHIVERO 3 GAV LAPICERO 1 ARCHIVERO,MICH,Pieza,08/03/16,22/04/15,0," $1,845.35 "
ARCHI3G,ARCHIVERO 3 GAV METALICO MP,NC  F,PIEZA,03/05/12,13/02/12,0," $2,574.00 "
ARCHI3GM,ARCHIVERO MOVIL 3 GAVETAS LAPICERAS,MICH,PIEZA,22/01/18,01/02/18,0," $2,025.00 "
ARCHI3GN,ARCHIVERO HORIZONTAL 3 GAV MET NG CAL.22,MICH,PIEZA,15/09/17,15/09/17,0," $5,205.00 "
ARCHI4G,ARCHIVERO 4 GAV METALICO MP,NC  F,PIEZA,18/02/15,21/02/15,0," $3,706.50 "
ARCHI4X,62999 ARCHIVERO VERTICAL 4 GAV NG,NC  F,Pieza,25/07/17,26/07/17,0," $3,747.40 "
ARCHI6031,6031-HM03 ARCHIVERO 4 GAV METALICO GR,NC  F,PIEZA,09/03/15,25/05/15,0," $47,068.46 "
ARCHI6032,6032-FF02  ARCHIV 3 GAVETAS C/CAJA FUER,NC  F,PIEZA,02/08/14,05/08/14,0," $6,216.51 "
ARCHI9135,ARCHIVERO EASY 6 PTAS 100 NEGRO,NC  F,Pieza,21/12/15,21/12/15,0," $11,787.00 "
ARCHIAC1,ISO030N ARCHIV ACME T/OF C/SEP V. COL,OF  C,Pieza,24/02/14,11/10/17,0, $107.13 
ARCHIAC2,"ISO01CN ARCHIV ACME T/CTA C/SEP HOR,",OF  C,Pieza,17/09/14,31/01/15,0, $103.43 
ARCHICE1,ARCHIVO CELICA C/13 DIV EXPAN 412 F/C,OF  C,PIEZA,27/08/14,14/05/15,0, $88.76 
ARCHIDEC1,23013 ARCHIVERO P/ ESCRIT DECOFLEX C/5,OG  C,PIEZA,26/03/15,28/03/15,0, $172.48 
ARCHIGA3,ARCHIGAVETA OFICIO LARGA,OG  C,PIEZA,26/08/13,28/08/13,0, $23.17 
ARCHIKA0,ARCHIFUELLE KAPA ESQUELA,OF  C,PIEZA,18/10/17,24/01/18,5, $39.42 
ARCHIKA1,ARCHIFUELLE KAPA CARTA,OF  C,PIEZA,15/05/18,16/05/18,5, $64.06 
ARCHIKA2,ARCHIFUELLE KAPA OFICIO,OF  C,PIEZA,14/03/18,04/05/18,5, $70.84 
ARCHIOD01,ARCHIFUELLE OD CARTA C/13 DIV,OF  C,PIEZA,,,0, $91.60 
ARCHIP3G,ARCHIVERO 3 GAV PENINSULAR,MICH,PIEZA,14/07/15,29/10/15,0, $-   
ARCHKY1,ARCHIVADOR KYMA CTA NEGRO REGKAR-NE,OG  C,PIEZA,27/03/17,29/03/17,0, $34.45 
ARCHLA1,ARCHIVADOR LAFICARTON T/C AZUL,OG  C,PIEZA,01/03/16,05/04/16,0, $32.65 
ARCHLA2,ARCHIVADOR LAFICA T/C,OG  C,PIEZA,14/06/16,16/06/16,0, $23.78 
ARCHLA3,ARCHIVADOR LAFICA T/C COLOR,OG  C,PIEZA,08/09/17,26/02/18,5, $32.71 
ARCHLAO,ARCHIVADOR LAFICA T/O,OG  C,Pieza,09/03/16,12/01/16,0, $26.73 
ARCHLF,ARCHIVADOR LAFICA T/C VERDE,OG  C,PIEZA,26/01/15,26/01/15,0, $28.95 
ARCHLIBC,ARCHIVERO/LIBRERO CAJ LAP Y PTS INF PRES,MICH,PIEZA,23/03/18,17/04/18,0, $-   
ARCHLIBE,ARCHIVERO/LIBRERO ENTREP Y CAJONES INFER,MICH,PIEZA,09/11/17,06/10/17,0," $2,250.00 "
ARCHMA1,ARCHIFUELLE MAE LETRA KCH-12,OF  C,PIEZA,25/08/17,16/05/18,1, $66.28 
ARCHOF3203,ARCHIVA OFICIO CORRUGADO  35X10X26.5,OU  C,PIEZA,14/08/17,17/08/17,0, $34.11 
ARCHOF3203A,ARCHIVA OFICIO 32X10X26.5 ECOLOGICA,OU  C,PIEZA,17/04/18,18/04/18,0, $19.80 
ARCHPR1,ARCHIVADOR PRINTECK T/C KRAFT ECO,OG  C,PIEZA,06/06/18,13/06/18,122, $19.04 
ARCHPR2,ARCHIVADOR PRINTECK T/C VERDE,OG  C,PIEZA,28/05/18,13/06/18,216, $23.53 
ARCHR01,ARCHIVADOR FORTEC T/C,OG  C,PIEZA,14/08/14,15/07/15,0, $27.87 
ARENA01,ARENILLA PARA CENICERO,U   F,PIEZA,10/06/14,10/06/14,0, $17.10 
ARIL00,ARILLO P/ENG 1/2 PLAST C/25,OH  C,PAQUETE,20/04/18,24/04/18,1, $82.50 
ARIL112,"ARILLO 1 1/2"" NEGRO PLAST P/ENG",OH  C,PIEZA,17/11/17,03/05/18,0, $10.20 
ARIL114,"ARILLO 1 1/4"" NEGRO PLAST P/ENG",OH  C,PIEZA,25/02/13,14/06/11,19, $5.89 
ARIL134,ARILLO 1 3/4 NEGRO PLASTICO C/25 PZAS,OH  C,PAQUETE,08/11/14,12/11/14,0, $41.75 
ARIL134P,ARILLO 1 3/4 NEGRO PLASTICO,OH  C,PIEZA,,14/11/14,0, $1.67 
ARIL1P,"ARILLO P/ENG 1"" PLAST",OH  C,PIEZA,14/10/16,19/02/10,50, $9.12 
"ARIL2""","ARILLO 2"" PLAST NG",OH  C,PIEZA,06/01/15,14/01/15,0, $10.62 
"ARIL3""",ARILLO P/ENG 1/4 PLAST,OH  C,PIEZA,03/02/16,04/02/16,0, $16.28 
ARIL3/4,ARILLO P/ENG 7/16 PLAST,OH  C,PIEZA,14/10/16,19/02/10,50, $2.08 
ARIL3/6,ARILLO P/ENG 3/8 PLAST C/25,OH  C,PIEZA,17/01/18,18/01/18,100, $60.69 
ARIL3/8B,ARILLO PERFEX PLASTICO 3/8 NEGRO,OH  C,PAQ C/25,04/09/17,06/09/17,0, $62.14 
ARIL3/8T,ARILLO PERFEX PLASTICO 3/8 TRASPARENTE,OH  C,PAQ C/25,06/06/17,13/09/17,1, $62.14 
ARIL34,ARILLO P/ENG 3/4 PLAST C/25,OH  C,PAQUETE,04/04/18,09/04/18,0, $152.52 
ARIL5/8,ARILLO P/ENG 5/8 PLAST,OH  C,PIEZA,27/05/16,08/06/16,0, $14.26 
ARIL5/8M,ARILLO P/ENG 5/8 TWIN LOOP NEG C/20,OH  C,CAJA,18/03/14,19/02/10,0, $123.91 
ARIL5/8MG,ARILLO P/ENG 5/8 TWIN LOOP NEG C/48,OH  C,PAQUETE,04/10/13,07/10/13,0, $196.39 
ARIL516,ARILLO P/ENG 5/16 PLAST,OH  C,PIEZA,15/09/14,19/02/10,25, $1.77 
ARIL7/8,ARILLO P/ENG 7/8 PLASTICO,OH  C,PAQ C/25,04/04/18,09/04/18,0, $156.25 
ARIL916,ARILLO P/ENG 9/16 PLAST,OH  C,PIEZA,25/05/15,26/05/15,0, $3.76 
ARILAC04.1,ARILLO METAL PERFEX 1/2 C/75 NEG,OH  C,CAJA,29/04/16,19/02/10,0, $183.70 
ARILACO0,GUSANO PLASTICO PERFEX 20MM C/38PZ,OH  C,PIEZA,12/06/17,13/06/17,0, $126.68 
ARILACO1,"ARILLO METAL PERFEX 1"" C/30 NG",OH  C,PIEZA,09/05/15,07/11/15,0, $191.05 
ARILACO1P,GUSANO PLASTCO PERFEX 10MM C/90,OH  C,Caja,12/06/17,13/06/17,0, $126.68 
ARILACO2,ARILLO PERFEX PLASTICO 7/16,OH  C,PAQ C/25,25/06/14,,0, $46.00 
ARILACO3,ARILLO PERFEX PLASTICO 5/16 TRANSPARENTE,OH  C,PAQ C/25,06/06/17,07/06/17,0, $52.23 
ARILACO4,ARILLO PERFEX 1/2 C/25 NG,OH  C,PIEZA,29/04/16,19/09/17,0, $67.45 
ARILACO5,"ARILLO PERFEX PLASTICO 1"" NEGRO",OH  C,PAQ C/25,14/09/15,29/09/15,0, $161.66 
ARILACO6,ARILLO 3/8 PERFEX METAL NEGRO,OH  C,PIEZA,15/05/17,16/05/17,0, $138.14 
ARILACO6A,ARILLO PERFEX PLASTICO 3/8,OH  C,PAQ C/25,06/06/16,,0, $50.85 
ARILACO7,ARILLO PERFEX 3/4 C/25 PLAST,OH  C,PAQUETE,26/10/15,,0, $126.09 
ARILACO8P,GUSANO PLASTICO PERFEX 8MM C/100,OH  C,Caja,12/06/17,13/06/17,0, $126.68 
ARILC1T,"ARILLO P/ENG CERLOX 1"" TRANSPARENTE",OH  C,PIEZA,19/06/12,21/06/12,0, $6.27 
ARILM05,ARILLO METALICO #5 5/16 3:1C/100 36a45HO,OH  C,CAJA,12/04/16,11/04/16,0, $193.22 
ARILM06,ARILLO METALICO #6  3/8  DOBLE C/100,OH  C,CAJA,07/10/14,09/10/14,0, $311.42 
ARILM1,"ARILLO MET 1""C/30",OH  C,PIEZA,23/04/15,25/04/15,0, $223.21 
ARILM1/2,ARILLO METALICO GAM 1/2 C/100,OH  C,PIEZA,17/03/15,18/03/15,0, $210.89 
ARILM11,"ARILLO METALICO 1"" C/20",OH  C,PIEZA,30/06/14,30/06/14,0, $181.56 
ARILM114,ARILLO METAL 1 1/4 NEGRO C/20,OH  C,CAJA,22/03/18,23/03/18,0, $160.85 
ARILM114A,ARILLO METAL GAM 1 1/4 NEG C/22 CENTRO C,OH  C,PIEZA,08/06/16,08/06/16,0, $241.01 
ARILM114N,ARILLO MET 1 1/4 C/12,OH  C,PIEZA,30/06/12,30/06/12,0, $138.15 
ARILM16,"ARILLO METALICO #16 1""  CAJA 20pz",OH  C,CAJA,18/09/14,18/09/14,0, $198.03 
ARILM17,ARILLO METALICO 1/2 3:1 NG C/100 95hojas,OH  C,CAJA,17/06/13,17/06/13,0, $343.03 
ARILM17A,ARILLO MET 1/2 BLANCO C/100,OH  C,PIEZA,27/02/13,,0, $343.03 
ARILM17B,ARILLO METAL  1/2 NEGRO C/75,OH  C,PIEZA,24/04/18,28/04/18,0, $193.22 
ARILM18,ARILLO METALICO 1/4 NG C/100,OH  C,PIEZA,19/08/11,17/08/11,0, $196.39 
ARILM19,ARILLO MET 1/4 BLANCO C/100,OH  C,PIEZA,27/02/13,,0, $190.57 
ARILM20,ARILLO METALICO TLG 1/4 NEGRO C/135,OH  C,CAJA C/135,29/09/17,03/10/17,0, $183.57 
ARILM21,ARILLO METALICO NEGRO C/100,OH  C,PIEZA,21/07/14,23/07/14,0, $505.01 
ARILM22,ARILLO METALICO TLG 3/8 NEGRO C/90,OH  C,CAJA C/90,13/04/18,16/04/18,0, $193.22 
ARILM23,ARILLO METALICO TLG 9/16 NEGRO C/55,OH  C,CAJA C/55,07/05/18,08/05/18,0, $193.22 
ARILM24,ARILLO METALICO TLG 7/16 NGRO,OH  C,CAJA C/100,07/05/18,08/05/18,0, $248.00 
ARILM25,ARILLO METALICO TLG 1 1/2 NGRO,OH  C,CAJA C/14,13/04/18,16/04/18,1, $178.00 
ARILM3/8,ARILLO BLISTER MET 3/8 NEGRO C/100,OH  C,Caja,09/11/17,10/11/17,0, $240.98 
ARILM7/16,ARILLO METALICO GAM 7/16 C/100,OH  C,PIEZA,21/01/16,21/01/16,0, $250.75 
ARILMET516,ARILLO METALICO PERFEX 5/16 C/100 NG,OH  C,CAJA,02/03/16,02/03/16,0, $198.69 
ARMASO1,ARMAZON P/ARCHIVO T/CARTA C/2,OG  C,PAQ/2,18/01/18,19/01/18,0, $228.54 
ARMASO2,ARMAZON P/ARCHIVO T/OFICIO,DEPOT,PIEZA,20/04/18,25/04/18,1, $262.37 
ARNES5,ARNES CAT5E 358-514GR 5.1 GRIS,U   F,Pieza,04/11/14,04/11/14,0, $-   
ARTPRO,ARTICULOS DE PROMOCION,U   F,NO APLICA,01/02/18,22/04/17,0, $-   
ARTV,ARTICULOS VARIOS,U   F,NO APLICA,18/05/18,23/03/18,0, $-   
ASIENT01,ASIENTO INT ECO TORONTO,FA  C,PIEZA,21/04/15,,0, $60.20 
ASIENT02,ASIENTO INT TANIA,FA  C,PIEZA,21/04/15,,0, $53.20 
ASIENT03,ASIENTO INT ANDY,FA  C,PIEZA,09/03/18,,1, $71.61 
ASIENT04,ASIENTO INT STD PLASTICO,FA  C,PIEZA,18/04/17,,0, $72.86 
ASIENT05,ASIENTO INT ISO,FA  C,Pieza,15/05/17,,0, $44.88 
ASIERESP1,ASIENTO Y RESPADO  YADY NEGROS,FA  C,PIEZA,24/06/15,24/06/15,0, $84.00 
BAF1285,BAF-1285 BAFLE AMP 12 2500W SD/USB SALID,U   F,PIEZA,19/06/15,02/07/15,0," $5,681.00 "
BAF1595,BAF-1595 BAFLE AMPLIFICADO 3500W C/R,U   F,PIEZA,09/06/14,19/06/14,0," $7,067.35 "
BALON01,BALONES DE FUTBOL,TA  F,PIEZA,14/11/11,22/06/12,0, $128.01 
BANCAMP1,BANCA 200X45X45 TUBULAR ARENA MP,ND  E,PIEZA,19/03/14,21/03/14,0," $2,424.40 "
BANDER1,BANDERIN FLOURECENTE,OJ  C,PIEZA,20/01/14,30/01/14,0, $57.48 
BANDER2,BANDERAS SUBLIMADAS A COLOR CON CONTRAPE,U   F,Pieza,09/08/17,14/08/17,0," $2,200.00 "
BARSI0,SILICON KW DELGADA 1/2 KILO,OFL C,BOLSA,11/06/16,19/01/16,23, $46.39 
BARSI02,BARRA SILICON DELGADA LARGA 1kg.,OFL C,Kilo,27/11/17,14/12/17,3, $100.41 
BARSI02P,BARRA SILICON DELGADA LARGA P/P,OFL C,PIEZA,13/09/14,24/01/18,0, $2.05 
BARSI03,BARRA SILICON GRUESA KILO,OFL C,KILO,03/12/14,19/02/10,0, $75.41 
BARSI04,BARRA SILICON DELGADA CHICA 1Kg.,OFL C,Kilo,20/01/17,19/02/10,1, $79.88 
BARSI06,COMANOV SILICON LIQUIDO 30ML,OFL C,PIEZA,12/07/12,12/07/12,0, $6.49 
BARSI07,SILICON LIQUIDO PASCUA 100ML,OFL C,FRASCO,29/10/13,10/05/14,0, $10.37 
BARSI08,SILICON LIQUIDO MAE BLS100ML,OFL C,PIEZA,09/06/18,12/06/18,10, $13.80 
BARSI09,SILICON LIQUIDO PELIKAN 100ml 07092,OFL C,PIEZA,12/05/18,07/06/18,5, $16.26 
BARSI10,SILICON LIQUIDO BARRILITO 100ML SL-100,OFL C,PIEZA,30/10/17,05/12/17,0, $16.39 
BASCULA,BASCULA 5 KILOS,U   F,Pieza,28/02/14,28/02/14,0, $408.67 
BASE,"BASE P/SILLA CANADA 24""",NAG E,PIEZA,22/06/17,05/05/17,3, $209.75 
BASE0,"BASE P/SILLON  CANADA 26""",NAG E,PIEZA,09/05/14,23/10/14,0, $120.35 
BASE01,BASE ESTRELLA P/SILLA,NAG E,PIEZA,18/07/17,23/05/18,8, $209.75 
BASE02,ESTRELLA ASIA 26 P/EJECUTIVA,NAG E,Pieza,20/02/17,28/04/17,0, $-   
BASE04,BASE PARA ESCRITORIO TEMPO,MICH,PIEZA,06/12/17,,0," $1,363.00 "
BASE05,"BASE NYLON 26""",NAG E,PIEZA,30/05/12,,0, $172.55 
BASE06,KIT BASE ANCONA 24 C/RODAJAS,NP  F,PIEZA,12/11/15,16/07/15,0, $224.46 
BASE07,"BASE ESTRELLA CANADA 24"" C/RODAJA",NAG E,PIEZA,13/06/17,15/06/17,0, $217.09 
BASE08,ESTRELLA KIT CROMADA STAR 28,NAG E,PIEZA,11/10/14,23/10/14,0, $334.95 
BASE09,"KIT BASE ANCONA 23"" RODAJAS",NAG E,PIEZA,25/07/14,11/12/14,0, $102.95 
BASE1,BASE CARPET 24,NAG E,PIEZA,27/04/15,,0, $128.02 
BASE10,BASE ESTRELLA CROMADA STAR 700,NAG E,PIEZA,09/03/18,14/03/18,0, $441.43 
BASE104,AR-104C BASE MESA BAJA CROMO,NM  F,PIEZA,04/02/16,11/02/16,0, $500.00 
BASE106,AR-106 BASE MESA BAJA AR-106 PINT NEGRA,OK  C,PIEZA,06/05/16,,0, $360.36 
BASE107,AR-107 BASE MESA ALTA,OK  C,PIEZA,09/11/15,30/01/16,0, $486.36 
BASE108,AR108-P BASE MESA BAJA,OK  C,PIEZA,27/04/16,11/05/16,0, $444.36 
BASE132,AR-132 BASE PARA CUBIERTA 2.40X80,OK  C,PIEZA,05/09/15,,0, $966.00 
BASE161565,161565 HUB USB V2.0 4PTOS BASE P/CELULAR,OK  C,PIEZA,,30/10/17,1, $137.14 
BASECOR1,BASE CORTE TCM-S30X45 TRANS,OK  C,PIEZA,02/04/14,21/04/14,0, $674.66 
BASECPU1,993735 BASE P/CPU AJUSTABLE Y EXPANDIBLE,OK  C,PIEZA,07/11/14,10/11/14,0, $207.83 
BASEJ01,BASE ACRILICO AGENDA JUMBO,OK  C,PIEZA,26/02/18,07/03/18,10, $48.66 
BASELUX,BASE LUXURY SOBRE MEDIDA,MICH,PIEZA,25/01/18,25/01/18,0, $-   
BASEMYT708,BASE ORBITA P/CRISTAL 120,OK  C,PIEZA,16/04/18,18/04/18,0, $-   
BASUR2639,BASURERO A/INOX REDONDO C/CENICERO Y BOC,BJ  C,PIEZA,13/06/16,29/07/15,0," $2,728.32 "
BASVEV01,BASE ENFRIADOR VORAGO CP-102 RJ/BC/NG,GD  G,PIEZA,05/05/18,05/05/18,0, $178.33 
BASVEV02,BASE ENFRIADOR VORAGO CP-300 NG,GD  G,PIEZA,05/05/18,05/05/18,0, $-   
BATA02,BATA BLANCA MEDIANA,PA,PIEZA,23/01/13,,0, $166.75 
BATA03,BATA BLANCA GRANDE,PA,PIEZA,23/01/13,,0, $166.75 
BATA04,BATA BLANCA EXTRAGRANDE,PA,PIEZA,23/01/13,,0, $166.75 
BATADES1,BATA DESECHABLE M/L C/PUÑO SMS C/10,PA  F,PIEZA,09/01/15,19/02/10,2, $246.50 
BATAS1,BATA INDUSTRIAL C/ LOGO,PA  F,PIEZA,27/02/14,,0, $-   
BATAS2,BATA BLANCA C/MANGA  CORTA Y LOGO,PA  F,PIEZA,13/11/14,19/02/10,0, $232.00 
BATAS3,BATA BLANCA GORRO MANGA LARGA Y LOGO,PA  F,PIEZA,27/02/14,05/03/14,0, $275.50 
BATER01,BATERIA DE LITIO DE 3 VOLTS 210 MAHA,IC  F,PIEZA,23/07/14,24/07/14,0, $11.62 
BATER02,BATERIA DE LITIO 3VOLTS 150MAH,IC  F,PIEZA,23/07/14,,0, $11.62 
BATER04,"BATERIA 8 CELDAS HP DV7-1000,PAVILION",IC  F,PIEZA,31/07/15,10/08/15,0, $782.17 
BATERIA,BATERIA DE 12V A 3.4 Ah,IC  F,PIEZA,19/06/15,22/06/15,0, $416.37 
BATERIA1,BATERIA 8V 3.2A,U   F,PIEZA,04/09/13,,0, $425.87 
BATERIA10,BATERIA AU-109 VORAGO NEG/MORADO 2200MAh,IC  F,Pieza,15/05/17,18/05/17,0, $117.26 
BATERIA11,BATERIA PLANTRONICS P/TEL CT14 PN81087-0,IC  F,PIEZA,23/08/17,26/08/17,0, $335.84 
BATERIA2,BATERIA 12V 18A POWER,U   F,PIEZA,02/10/13,07/10/13,0," $1,508.60 "
BATERIA3,BATERIA 12V -7AH,IC  F,PIEZA,07/05/16,12/05/16,0, $331.90 
BATERIA4,BATERIA 12V 5.0 AH GENESIS,IC  F,PIEZA,05/06/15,,0, $372.62 
BATERIA5,BATERIA AU-109 VORAGO NEGRO/AZU 2200 mAh,IC  F,Pieza,15/05/17,18/05/17,0, $104.22 
BATERIA6,BATERIA AU-109 VORAGO NEGR/ROSA 2200 MAh,IC  F,Pieza,15/05/17,18/05/17,0, $130.97 
BATERIA66,BATERIA NIMH BROTHER P/IMPRESORA PJ662,IC  F,PIEZA,13/08/15,13/08/15,0, $267.40 
BATERIA7,BATERIA AU-107 VORAGO BLANC/ROSA 2600MAh,IC  F,Pieza,15/05/17,18/05/17,0, $152.05 
BATERIA8,BATERIA AU-107 VORAGO BLANC/MORAD0 2600,IC  F,Pieza,15/05/17,18/05/17,0, $149.90 
BATERIA9,BATERIA AU-109 VORAGO NEG/ROJO 2200 mAh,IC  F,Pieza,15/05/17,18/05/17,0, $105.14 
BATIDOR1,BATIDOR 1 1/5 FERPLAST,U   F,PIEZA,29/01/16,17/03/16,0, $12.29 
BAUMAN01,BAUMANOMETRO ANEROIDE POPULAR,U   F,PIEZA,23/08/12,23/08/12,0, $339.99 
BAUMAN02,BAUMANOMETRO ANEROIDE BA260 SIMPLE,U   F,PIEZA,23/08/12,23/08/12,0, $339.99 
BICIR24,BICICLETA R-24 1 3/8 RETRO DAMA,TB  F,PIEZA,14/12/12,02/01/13,0," $1,584.05 "
BICIR26,BICICLETA KOMMAND DE MONTAÑA R-26 VELOC,TB  F,PIEZA,05/12/11,04/09/12,0," $1,743.00 "
BICIR26A,BICICLETA R-26/1 3/8 RETRO DAMA,TB  F,PIEZA,14/12/12,02/01/13,0," $1,642.24 "
BICIR27,BICICLETA DE EJERCICIO AEROGYM,TB  F,PIEZA,01/06/12,29/06/12,0," $2,353.50 "
BICIR28,BICICLETA 26 KAIZER 21 VEL C/SUSP,TB  F,PIEZA,01/06/12,29/06/12,0," $2,216.38 "
BIDON01,BIDON PLASTICO CAPACIDAD 20 LITROS,U   F,PIEZA,12/07/17,,1, $-   
BIOGRAF1,BIOGRAFIA  RAF DIFERENTES TEMA,U   F,PIEZA,25/09/13,,0, $9.67 
BLISERO,BLISEROS DE 20-30 CMS,U   F,PIEZA,01/09/15,03/11/11,0, $15.20 
BLO0001,BLOCK ALBANENE 25H CARTA,OM  C,PIEZA,,15/08/17,1, $21.53 
BLO0002,PAPEL ALBANENE T/CARTA C/100,ODL C,PIEZA,13/12/13,17/01/12,0, $20.33 
BLO0003,BLOCK ALBANENE T/OFICIO C/25,OM  C,PIEZA,11/08/14,09/05/16,0, $24.75 
BLO000S,BLOCK PAP VEG SAIRA C25 HJS,ODL C,Pieza,26/01/15,28/01/15,0, $21.56 
BLO3403,BLOCK 3 COL. C/CON TC3403,OL  C,PIEZA,12/03/16,08/01/15,0, $33.63 
BLO3403P,BLOCK 3 COL. C/CON TC3403 PCFORM,OL  C,Paquete,09/01/17,02/05/18,11, $37.32 
BLO683-4,BANDERITA 3M 683-4 MINI C/140,OJ  C,PIEZA,14/08/17,07/09/17,0, $77.86 
BLO708A,BLOCK TABULAR  8 COL S/C  AUDITORIA,OM  C,PIEZA,04/09/13,19/02/10,0, $21.64 
BLO7CC,NOTA ADH.MEMO TIP CUBO NEON 54 3x3 400H,ODI C,PIEZA,06/06/18,11/06/18,226, $39.42 
BLOAM04,BLOCK AMERICA # 4 CHICO ORIG,OM  C,PIEZA,31/05/18,13/06/18,45, $6.90 
BLOAM05,BLOCK AMERICA # 5 CHICO ORIG,OM  C,PIEZA,23/09/15,28/07/14,0, $5.24 
BLOAM06,BLOCK AMERICA # 6 CHICO ORIG,OM  C,PIEZA,26/05/18,04/06/18,76, $11.82 
BLOAM07,BLOCK AMERICA # 7 CHICO DUP,OM  C,PIEZA,31/05/18,07/06/18,111, $14.29 
BLOAM08,BLOCK AMERICA # 8 TRIP CH,OM  C,PIEZA,05/06/18,06/06/18,52, $15.03 
BLOAM09,BLOCK AMERICA # 9 ESQ ORIG,OM  C,PIEZA,10/11/16,20/04/18,13, $13.14 
BLOAM10,BLOCK AMERICA # 10 ESQ DUP,OM  C,PIEZA,08/06/18,11/06/18,33, $18.52 
BLOAM11,BLOCK AMERICA # 11 ESQ TRIP,OM  C,PIEZA,28/05/18,13/06/18,32, $18.94 
BLOAM14,BLOCK AMERICA # 14 ESQ DUP C/PAG.,OM  C,PIEZA,24/03/14,19/02/10,1, $15.58 
BLOAM15,BLOCK AMERICA # 15 TRIP PAGARE,OM  C,PIEZA,21/03/18,23/05/18,15, $20.94 
BLOAM16,BLOCK AMERICA #13 DE PEDIDOS TRIP,OM  C,PIEZA,,19/02/10,23, $20.48 
BLOAM18,BLOCK AMERICA # 20 RECIBO GRAL 100HOJAS,OM  C,PIEZA,16/05/15,22/10/15,0, $8.99 
BLOAM22,BLOCK AMERICA #23 RECIBO DINERO,OM  C,PIEZA,26/05/18,08/06/18,22, $12.19 
BLOAM24,BLOCK AMERICA #18 ARRENDAMIENTO S/F,OM  C,PIEZA,03/04/17,04/04/17,0, $22.79 
BLOAM25,BLOCK AMERICA #25 LETRA CAMBIO S/TALON,OM  C,PIEZA,10/03/16,15/03/16,0, $17.49 
BLOAM26,BLOCK AMERICA #26 PAGARE,OM  C,PIEZA,18/04/18,25/05/18,30, $21.19 
BLOAM28,BLOCK LETRA CAMBIO SIN TALON AMERICA#28,OM  C,PIEZA,,11/01/14,0, $-   
BLOAM31,BLOCK CONTRATO TRABAJO No31AMERICA,OM  C,PIEZA,12/10/11,07/10/11,0, $32.07 
BLOAM407,TARJ AMERICA CTA CORRIENTE CC407,,PIEZA,06/03/12,07/03/12,0, $39.20 
BLOAM429,BLOCK AMERICA SE-429 SOLICITUD EMPLEO,OM  C,PIEZA,11/01/16,14/01/16,0, $16.02 
BLOC041,041 TARJETAS DE CLIENTES STRIKEISI,OM  C,PAQUETE,19/12/17,24/05/18,0, $42.38 
BLOC1015,BLOCK SOLICITUD CHEQUE 1/4 CTA PRINTA,OM  C,PIEZA,,19/02/10,43, $8.49 
BLOC1040,"CT1040 PCFORM TARJETA CLIENTES 5""x 8""",OM  C,PIEZA,12/11/15,19/01/16,0, $44.04 
BLOC1040E,CT 1040 EUROFORMAS TARJETA DE CLIENTES,OM  C,Pieza,28/02/17,28/07/17,0, $45.83 
BLOC1050,BLOCK TARJETA DE ALMACEN C/100 PCFORM,OM  C,PIEZA,,19/02/10,9, $74.17 
BLOC1051,BLOCK REQUI DE COMPRA PRINTA 1051,OM  C,PIEZA,,19/02/10,1, $9.11 
BLOC1052,BLOCK ORDEN DE COMPRA 1/2 OF1052,OM  C,PIEZA,04/10/17,06/10/17,3, $62.83 
BLOC1053,BLOCK NOTA DE ENTRADA PRINTA DUP,OM  C,PIEZA,26/05/18,01/06/18,25, $25.87 
BLOC1053A,BLOCK PCFORM  NOTA DE ENTRADA 1053,OBY C,PIEZA,07/02/17,18/03/17,1, $12.90 
BLOC1054,BLOCK NOTA DE SALIDA PRINTA B-1054,OM  C,PIEZA,04/06/18,04/06/18,27, $24.33 
BLOC120,TECNOFORM 120 TARJETA CLIENTES,OM  C,PIEZA,14/01/17,09/12/17,7, $65.52 
BLOC2002,BLOCK SOLICITUD DE EMPLEO B-2002,OM  C,PIEZA,,19/02/10,0, $23.41 
BLOC2002H,HOJA SOLICITUD DE EMPLEO B-2002,OM  C,Pieza,,03/09/15,0, $-   
BLOC2003,BLOCK REPORTE DE COBRANZA,OM  C,PIEZA,21/09/11,19/02/10,22, $21.93 
BLOC2008,BLOCK NOMINA SUELDOS 2009 T/C,OM  C,PIEZA,15/01/14,19/02/10,48, $16.94 
